Time (s),Altitude (m),Velocity (m/s),Velocity Magnitude (m/s),Accel <Z> (rad/s)
2.826500000000529766e+01,6.190374327844808249e+03,5.132145849809541716e+01,5.143947840297479246e+01,-9.978957509020656147e+00
2.826750000000529894e+01,6.190502617328331326e+03,5.129651120918812524e+01,5.141458134819987436e+01,-9.978751067184981949e+00
2.827000000000530022e+01,6.190630844443924616e+03,5.127156443632173932e+01,5.138968485747274428e+01,-9.978544734702547103e+00
2.827250000000530150e+01,6.190759009192878693e+03,5.124661817922289941e+01,5.136478893058640693e+01,-9.978338511511420705e+00
2.827500000000530278e+01,6.190887111576483221e+03,5.122167243761844446e+01,5.133989356733412279e+01,-9.978132397573061141e+00
2.827750000000530406e+01,6.191015151596026044e+03,5.119672721123537684e+01,5.131499876750934419e+01,-9.977926392737348493e+00
2.828000000000530534e+01,6.191143129252795006e+03,5.117178249980087656e+01,5.129010453090574373e+01,-9.977720497096502328e+00
2.828250000000530662e+01,6.191271044548077043e+03,5.114683830304193890e+01,5.126521085731712901e+01,-9.977514710597507275e+00
2.828500000000530790e+01,6.191398897483159999e+03,5.112189462068575097e+01,5.124031774653753502e+01,-9.977309033220633339e+00
2.828750000000530918e+01,6.191526688059328990e+03,5.109695145245946435e+01,5.121542519836113172e+01,-9.977103464995668247e+00
2.829000000000531045e+01,6.191654416277869132e+03,5.107200879809020932e+01,5.119053321258227385e+01,-9.976898005895847632e+00
2.829250000000531173e+01,6.191782082140064631e+03,5.104706665730530091e+01,5.116564178899554349e+01,-9.976692655799743292e+00
2.829500000000531301e+01,6.191909685647199694e+03,5.102212502983230280e+01,5.114075092739577855e+01,-9.976487414659334974e+00
2.829750000000531429e+01,6.192037226800556709e+03,5.099718391539867923e+01,5.111586062757791638e+01,-9.976282282554638670e+00
2.830000000000531557e+01,6.192164705601418973e+03,5.097224331373187312e+01,5.109097088933710751e+01,-9.976077259473790093e+00
2.830250000000531685e+01,6.192292122051067963e+03,5.094730322455936999e+01,5.106608171246866590e+01,-9.975872345337760905e+00
2.830500000000531813e+01,6.192419476150785158e+03,5.092236364760876910e+01,5.104119309676811866e+01,-9.975667540210872986e+00
2.830750000000531941e+01,6.192546767901850217e+03,5.089742458260759861e+01,5.101630504203113503e+01,-9.975462843988823991e+00
2.831000000000532069e+01,6.192673997305543708e+03,5.087248602928359276e+01,5.099141754805363291e+01,-9.975258256690390013e+00
2.831250000000532197e+01,6.192801164363143471e+03,5.084754798736434367e+01,5.096653061463165812e+01,-9.975053778364756596e+00
2.831500000000532324e+01,6.192928269075929165e+03,5.082261045657750742e+01,5.094164424156143411e+01,-9.974849408945541285e+00
2.831750000000532452e+01,6.193055311445177722e+03,5.079767343665083956e+01,5.091675842863941170e+01,-9.974645148397957684e+00
2.832000000000532580e+01,6.193182291472166071e+03,5.077273692731223065e+01,5.089187317566224777e+01,-9.974440996654966085e+00
2.832250000000532708e+01,6.193309209158171143e+03,5.074780092828981282e+01,5.086698848242684079e+01,-9.974236953577984011e+00
2.832500000000532836e+01,6.193436064504468050e+03,5.072286543931176084e+01,5.084210434873028106e+01,-9.974033019279142209e+00
2.832750000000532964e+01,6.193562857512331902e+03,5.069793046010623527e+01,5.081722077436982943e+01,-9.973829193688754202e+00
2.833000000000533092e+01,6.193689588183036904e+03,5.067299599040145353e+01,5.079233775914295279e+01,-9.973625476806784462e+00
2.833250000000533220e+01,6.193816256517856345e+03,5.064806202992553352e+01,5.076745530284723884e+01,-9.973421868688605585e+00
2.833500000000533348e+01,6.193942862518063521e+03,5.062312857840678504e+01,5.074257340528053106e+01,-9.973218369166319874e+00
2.833750000000533475e+01,6.194069406184930813e+03,5.059819563557367417e+01,5.071769206624088611e+01,-9.973014978246043327e+00
2.834000000000533603e+01,6.194195887519729695e+03,5.057326320115464569e+01,5.069281128552653826e+01,-9.972811695961999234e+00
2.834250000000533731e+01,6.194322306523730731e+03,5.054833127487810884e+01,5.066793106293587812e+01,-9.972608522306495971e+00
2.834500000000533859e+01,6.194448663198204486e+03,5.052339985647247289e+01,5.064305139826748814e+01,-9.972405457257830008e+00
2.834750000000533987e+01,6.194574957544420613e+03,5.049846894566629629e+01,5.061817229132016394e+01,-9.972202500773237333e+00
2.835000000000534115e+01,6.194701189563647858e+03,5.047353854218811620e+01,5.059329374189287165e+01,-9.971999652873860143e+00
2.835250000000534243e+01,6.194827359257154058e+03,5.044860864576667581e+01,5.056841574978482612e+01,-9.971796913390983619e+00
2.835500000000534371e+01,6.194953466626207046e+03,5.042367925613088175e+01,5.054353831479545534e+01,-9.971594282340156212e+00
2.835750000000534499e+01,6.195079511672073750e+03,5.039875037300971883e+01,5.051866143672442178e+01,-9.971391759642411756e+00
2.836000000000534627e+01,6.195205494396019276e+03,5.037382199613215050e+01,5.049378511537152292e+01,-9.971189345433966622e+00
2.836250000000534754e+01,6.195331414799310551e+03,5.034889412522701235e+01,5.046890935053671257e+01,-9.970987039656877826e+00
2.836500000000534882e+01,6.195457272883210862e+03,5.032396676002333891e+01,5.044403414202019320e+01,-9.970784842225043576e+00
2.836750000000535010e+01,6.195583068648985318e+03,5.029903990025027127e+01,5.041915948962237337e+01,-9.970582753089944461e+00
2.837000000000535138e+01,6.195708802097897205e+03,5.027411354563699319e+01,5.039428539314385347e+01,-9.970380772302778638e+00
2.837250000000535266e+01,6.195834473231208904e+03,5.024918769591272394e+01,5.036941185238543284e+01,-9.970178899789519988e+00
2.837500000000535394e+01,6.195960082050182791e+03,5.022426235080681778e+01,5.034453886714810977e+01,-9.969977135519007660e+00
2.837750000000535522e+01,6.196085628556080337e+03,5.019933751004862899e+01,5.031966643723310284e+01,-9.969775479507504201e+00
2.838000000000535650e+01,6.196211112750162101e+03,5.017441317336749762e+01,5.029479456244177271e+01,-9.969573931723857640e+00
2.838250000000535778e+01,6.196336534633688643e+03,5.014948934049295559e+01,5.026992324257575007e+01,-9.969372492102749561e+00
2.838500000000535906e+01,6.196461894207918704e+03,5.012456601115460586e+01,5.024505247743684322e+01,-9.969171160604187065e+00
2.838750000000536033e+01,6.196587191474111023e+03,5.009964318508204428e+01,5.022018226682705233e+01,-9.968969937328502340e+00
2.839000000000536161e+01,6.196712426433523433e+03,5.007472086200481698e+01,5.019531261054855520e+01,-9.968768822155903209e+00
2.839250000000536289e+01,6.196837599087413764e+03,5.004979904165261928e+01,5.017044350840374278e+01,-9.968567815133186016e+00
2.839500000000536417e+01,6.196962709437038029e+03,5.002487772375513231e+01,5.014557496019519789e+01,-9.968366916159329350e+00
2.839750000000536545e+01,6.197087757483653149e+03,4.999995690804233561e+01,5.012070696572577333e+01,-9.968166125197193139e+00
2.840000000000536673e+01,6.197212743228513318e+03,4.997503659424423006e+01,5.009583952479850666e+01,-9.967965442174415713e+00
2.840250000000536801e+01,6.197337666672874548e+03,4.995011678209090178e+01,5.007097263721665570e+01,-9.967764867147744567e+00
2.840500000000536929e+01,6.197462527817989212e+03,4.992519747131231611e+01,5.004610630278362748e+01,-9.967564400136614822e+00
2.840750000000537057e+01,6.197587326665111505e+03,4.990027866163861603e+01,5.002124052130305643e+01,-9.967364040988323737e+00
2.841000000000537185e+01,6.197712063215493799e+03,4.987536035280007241e+01,4.999637529257881852e+01,-9.967163789724571288e+00
2.841250000000537312e+01,6.197836737470388471e+03,4.985044254452703427e+01,4.997151061641497449e+01,-9.966963646316690628e+00
2.841500000000537440e+01,6.197961349431046983e+03,4.982552523654986487e+01,4.994664649261581246e+01,-9.966763610731270262e+00
2.841750000000537568e+01,6.198085899098718983e+03,4.980060842859904824e+01,4.992178292098580528e+01,-9.966563682930182466e+00
2.842000000000537696e+01,6.198210386474655024e+03,4.977569212040507551e+01,4.989691990132963895e+01,-9.966363862943586227e+00
2.842250000000537824e+01,6.198334811560103844e+03,4.975077631169849468e+01,4.987205743345219844e+01,-9.966164150698709534e+00
2.842500000000537952e+01,6.198459174356314179e+03,4.972586100220986793e+01,4.984719551715856767e+01,-9.965964546225876575e+00
2.842750000000538080e+01,6.198583474864533855e+03,4.970094619166982852e+01,4.982233415225402950e+01,-9.965765049479148985e+00
2.843000000000538208e+01,6.198707713086010699e+03,4.967603187980905943e+01,4.979747333854407287e+01,-9.965565660468014286e+00
2.843250000000538336e+01,6.198831889021990719e+03,4.965111806635825076e+01,4.977261307583438565e+01,-9.965366379118114182e+00
2.843500000000538463e+01,6.198956002673719922e+03,4.962620475104827733e+01,4.974775336393089020e+01,-9.965167205419314556e+00
2.843750000000538591e+01,6.199080054042443408e+03,4.960129193361009214e+01,4.972289420263972914e+01,-9.964968139301676686e+00
2.844000000000538719e+01,6.199204043129405363e+03,4.957637961377481162e+01,4.969803559176728669e+01,-9.964769180691032346e+00
2.844250000000538847e+01,6.199327969935850888e+03,4.955146779127365164e+01,4.967317753112015311e+01,-9.964570329566386775e+00
2.844500000000538975e+01,6.199451834463022351e+03,4.952655646583787785e+01,4.964832002050514603e+01,-9.964371585959701960e+00
2.844750000000539103e+01,6.199575636712162122e+03,4.950164563719866351e+01,4.962346305972922522e+01,-9.964172949881184849e+00
2.845000000000539231e+01,6.199699376684511662e+03,4.947673530508726003e+01,4.959860664859957780e+01,-9.963974421242278723e+00
2.845250000000539359e+01,6.199823054381312431e+03,4.945182546923500411e+01,4.957375078692361114e+01,-9.963776000129772825e+00
2.845500000000539487e+01,6.199946669803805889e+03,4.942691612937316847e+01,4.954889547450889609e+01,-9.963577686423571222e+00
2.845750000000539615e+01,6.200070222953230768e+03,4.940200728523327456e+01,4.952404071116327344e+01,-9.963379480066379301e+00
2.846000000000539742e+01,6.200193713830826709e+03,4.937709893654700011e+01,4.949918649669481852e+01,-9.963181381046579688e+00
2.846250000000539870e+01,6.200317142437831535e+03,4.935219108304590918e+01,4.947433283091179135e+01,-9.962983389409869162e+00
2.846500000000539998e+01,6.200440508775483977e+03,4.932728372446158716e+01,4.944947971362261541e+01,-9.962785505115061113e+00
2.846750000000540126e+01,6.200563812845020948e+03,4.930237686052575441e+01,4.942462714463597706e+01,-9.962587728099110862e+00
2.847000000000540254e+01,6.200687054647678451e+03,4.927747049097011001e+01,4.939977512376074031e+01,-9.962390058417030403e+00
2.847250000000540382e+01,6.200810234184692490e+03,4.925256461552635301e+01,4.937492365080596812e+01,-9.962192496028444921e+00
2.847500000000540510e+01,6.200933351457298158e+03,4.922765923392642406e+01,4.935007272558097924e+01,-9.961995040779436650e+00
2.847750000000540638e+01,6.201056406466730550e+03,4.920275434590245567e+01,4.932522234789535531e+01,-9.961797692680821825e+00
2.848000000000540766e+01,6.201179399214222030e+03,4.917784995118658031e+01,4.930037251755888406e+01,-9.961600451734575756e+00
2.848250000000540894e+01,6.201302329701006784e+03,4.915294604951077417e+01,4.927552323438146686e+01,-9.961403317990596307e+00
2.848500000000541021e+01,6.201425197928317175e+03,4.912804264060716264e+01,4.925067449817328935e+01,-9.961206291393169820e+00
2.848750000000541149e+01,6.201548003897384660e+03,4.910313972420793505e+01,4.922582630874472187e+01,-9.961009371865589657e+00
2.849000000000541277e+01,6.201670747609440696e+03,4.907823730004550811e+01,4.920097866590642610e+01,-9.960812559307466785e+00
2.849250000000541405e+01,6.201793429065715827e+03,4.905333536785244775e+01,4.917613156946927688e+01,-9.960615853710988787e+00
2.849500000000541533e+01,6.201916048267439692e+03,4.902843392736127015e+01,4.915128501924436222e+01,-9.960419255143156292e+00
2.849750000000541661e+01,6.202038605215841017e+03,4.900353297830439914e+01,4.912643901504291222e+01,-9.960222763600274476e+00
2.850000000000541789e+01,6.202161099912148529e+03,4.897863252041427984e+01,4.910159355667638437e+01,-9.960026379071345914e+00
2.850250000000541917e+01,6.202283532357590047e+03,4.895373255342342844e+01,4.907674864395645642e+01,-9.959830101500477539e+00
2.850500000000542045e+01,6.202405902553392480e+03,4.892883307706451745e+01,4.905190427669503350e+01,-9.959633930823221348e+00
2.850750000000542173e+01,6.202528210500782734e+03,4.890393409107025491e+01,4.902706045470424101e+01,-9.959437867050665361e+00
2.851000000000542300e+01,6.202650456200985900e+03,4.887903559517337015e+01,4.900221717779642461e+01,-9.959241910215215654e+00
2.851250000000542428e+01,6.202772639655227977e+03,4.885413758910664939e+01,4.897737444578413601e+01,-9.959046060159847613e+00
2.851500000000542556e+01,6.202894760864732234e+03,4.882924007260310617e+01,4.895253225848018985e+01,-9.958850316948867132e+00
2.851750000000542684e+01,6.203016819830722852e+03,4.880434304539575407e+01,4.892769061569760680e+01,-9.958654680437664553e+00
2.852000000000542812e+01,6.203138816554423101e+03,4.877944650721772035e+01,4.890284951724965623e+01,-9.958459150742548616e+00
2.852250000000542940e+01,6.203260751037055343e+03,4.875455045780214647e+01,4.887800896294979935e+01,-9.958263727674657062e+00
2.852500000000543068e+01,6.203382623279841937e+03,4.872965489688232310e+01,4.885316895261173897e+01,-9.958068411356061134e+00
2.852750000000543196e+01,6.203504433284003426e+03,4.870475982419142014e+01,4.882832948604936973e+01,-9.957873201751230141e+00
2.853000000000543324e+01,6.203626181050759442e+03,4.867986523946273536e+01,4.880349056307679234e+01,-9.957678098749545015e+00
2.853250000000543452e+01,6.203747866581330527e+03,4.865497114242965893e+01,4.877865218350838461e+01,-9.957483102451259782e+00
2.853500000000543579e+01,6.203869489876936314e+03,4.863007753282555967e+01,4.875381434715867357e+01,-9.957288212733777399e+00
2.853750000000543707e+01,6.203991050938794615e+03,4.860518441038392723e+01,4.872897705384247047e+01,-9.957093429633635751e+00
2.854000000000543835e+01,6.204112549768123245e+03,4.858029177483835070e+01,4.870414030337478550e+01,-9.956898753024983506e+00
2.854250000000543963e+01,6.204233986366139106e+03,4.855539962592259684e+01,4.867930409557090599e+01,-9.956704182898421962e+00
2.854500000000544091e+01,6.204355360734059104e+03,4.853050796337043238e+01,4.865446843024633239e+01,-9.956509719298937355e+00
2.854750000000544219e+01,6.204476672873098323e+03,4.850561678691555301e+01,4.862963330721673572e+01,-9.956315362165023330e+00
2.855000000000544347e+01,6.204597922784471848e+03,4.848072609629171126e+01,4.860479872629800724e+01,-9.956121111581797578e+00
2.855250000000544475e+01,6.204719110469394764e+03,4.845583589123268098e+01,4.857996468730627271e+01,-9.955926967408428752e+00
2.855500000000544603e+01,6.204840235929080336e+03,4.843094617147236391e+01,4.855513119005787104e+01,-9.955732929662641340e+00
2.855750000000544730e+01,6.204961299164741831e+03,4.840605693674475418e+01,4.853029823436942536e+01,-9.955538998314002797e+00
2.856000000000544858e+01,6.205082300177591605e+03,4.838116818678383879e+01,4.850546582005770802e+01,-9.955345173361688893e+00
2.856250000000544986e+01,6.205203238968842015e+03,4.835627992132376818e+01,4.848063394693978267e+01,-9.955151454679606715e+00
2.856500000000545114e+01,6.205324115539703598e+03,4.833139214009889884e+01,4.845580261483299012e+01,-9.954957842235222287e+00
2.856750000000545242e+01,6.205444929891386892e+03,4.830650484284357304e+01,4.843097182355484875e+01,-9.954764336082044807e+00
2.857000000000545370e+01,6.205565682025101523e+03,4.828161802929202651e+01,4.840614157292308306e+01,-9.954570936202067344e+00
2.857250000000545498e+01,6.205686371942056212e+03,4.825673169917862282e+01,4.838131186275564488e+01,-9.954377642575886753e+00
2.857500000000545626e+01,6.205806999643460586e+03,4.823184585223778953e+01,4.835648269287071344e+01,-9.954184455129881925e+00
2.857750000000545754e+01,6.205927565130521543e+03,4.820696048820413182e+01,4.833165406308675927e+01,-9.953991373806905685e+00
2.858000000000545882e+01,6.206048068404445985e+03,4.818207560681225488e+01,4.830682597322243765e+01,-9.953798398675909098e+00
2.858250000000546009e+01,6.206168509466440810e+03,4.815719120779675677e+01,4.828199842309663126e+01,-9.953605529665564333e+00
2.858500000000546137e+01,6.206288888317712008e+03,4.813230729089239190e+01,4.825717141252846432e+01,-9.953412766714581750e+00
2.858750000000546265e+01,6.206409204959464660e+03,4.810742385583394309e+01,4.823234494133728845e+01,-9.953220109863812226e+00
