Time (s),Altitude (m),Velocity (m/s),Velocity Magnitude (m/s),Accel <Z> (rad/s)
2.769500000000500606e+01,6.159493486823511375e+03,5.702346663359554668e+01,5.713116663452363753e+01,-1.002893238232705286e+01
2.769750000000500734e+01,6.159636031256458409e+03,5.699839442245264820e+01,5.710613522434270095e+01,-1.002870033311859466e+01
2.770000000000500862e+01,6.159778513009207018e+03,5.697332279136524136e+01,5.708110442984929023e+01,-1.002846839936398915e+01
2.770250000000500989e+01,6.159920932083206935e+03,5.694825174004483870e+01,5.705607425079922734e+01,-1.002823658088842151e+01
2.770500000000501117e+01,6.160063288479907897e+03,5.692318126820297408e+01,5.703104468694846219e+01,-1.002800487788674921e+01
2.770750000000501245e+01,6.160205582200757817e+03,5.689811137555137321e+01,5.700601573805313649e+01,-1.002777328998435458e+01
2.771000000000501373e+01,6.160347813247204613e+03,5.687304206180225918e+01,5.698098740386964067e+01,-1.002754181724792559e+01
2.771250000000501501e+01,6.160489981620696199e+03,5.684797332666773428e+01,5.695595968415448596e+01,-1.002731045965733081e+01
2.771500000000501629e+01,6.160632087322677762e+03,5.682290516985977291e+01,5.693093257866425461e+01,-1.002707921729211193e+01
2.771750000000501757e+01,6.160774130354595400e+03,5.679783759109032104e+01,5.690590608715562126e+01,-1.002684809015897294e+01
2.772000000000501885e+01,6.160916110717894298e+03,5.677277059007151649e+01,5.688088020938546663e+01,-1.002661707807025415e+01
2.772250000000502013e+01,6.161058028414018736e+03,5.674770416651577420e+01,5.685585494511087035e+01,-1.002638618099118339e+01
2.772500000000502141e+01,6.161199883444411171e+03,5.672263832013560148e+01,5.683083029408906128e+01,-1.002615539884350859e+01
2.772750000000502268e+01,6.161341675810515881e+03,5.669757305064380404e+01,5.680580625607750989e+01,-1.002592473152828134e+01
2.773000000000502396e+01,6.161483405513773505e+03,5.667250835775320184e+01,5.678078283083377897e+01,-1.002569417911221095e+01
2.773250000000502524e+01,6.161625072555626502e+03,5.664744424117643007e+01,5.675576001811551663e+01,-1.002546374168363386e+01
2.773500000000502652e+01,6.161766676937514603e+03,5.662238070062628026e+01,5.673073781768054147e+01,-1.002523341902459109e+01
2.773750000000502780e+01,6.161908218660878447e+03,5.659731773581558656e+01,5.670571622928680711e+01,-1.002500321131066308e+01
2.774000000000502908e+01,6.162049697727156854e+03,5.657225534645699838e+01,5.668069525269231690e+01,-1.002477311852501174e+01
2.774250000000503036e+01,6.162191114137788645e+03,5.654719353226320067e+01,5.665567488765523052e+01,-1.002454314062308782e+01
2.774500000000503164e+01,6.162332467894210822e+03,5.652213229294716967e+01,5.663065513393392081e+01,-1.002431327745776990e+01
2.774750000000503292e+01,6.162473758997861296e+03,5.649707162822205220e+01,5.660563599128692402e+01,-1.002408352900671140e+01
2.775000000000503420e+01,6.162614987450176159e+03,5.647201153780098082e+01,5.658061745947291143e+01,-1.002385389533944959e+01
2.775250000000503547e+01,6.162756153252590593e+03,5.644695202139678969e+01,5.655559953825058273e+01,-1.002362437661672523e+01
2.775500000000503675e+01,6.162897256406539782e+03,5.642189307872228454e+01,5.653058222737872995e+01,-1.002339497266613755e+01
2.775750000000503803e+01,6.163038296913457998e+03,5.639683470949066901e+01,5.650556552661642229e+01,-1.002316568340030578e+01
2.776000000000503931e+01,6.163179274774778605e+03,5.637177691341516805e+01,5.648054943572286390e+01,-1.002293650880864462e+01
2.776250000000504059e+01,6.163320189991934058e+03,5.634671969020904925e+01,5.645553395445736555e+01,-1.002270744895117183e+01
2.776500000000504187e+01,6.163461042566355900e+03,5.632166303958563702e+01,5.643051908257940852e+01,-1.002247850366502568e+01
2.776750000000504315e+01,6.163601832499476586e+03,5.629660696125855424e+01,5.640550481984868725e+01,-1.002224967293912528e+01
2.777000000000504443e+01,6.163742559792725842e+03,5.627155145494127453e+01,5.638049116602496724e+01,-1.002202095682439875e+01
2.777250000000504571e+01,6.163883224447534303e+03,5.624649652034725023e+01,5.635547812086813479e+01,-1.002179235528051571e+01
2.777500000000504699e+01,6.164023826465330785e+03,5.622144215719021787e+01,5.633046568413831068e+01,-1.002156386821326173e+01
2.777750000000504826e+01,6.164164365847543195e+03,5.619638836518404901e+01,5.630545385559574356e+01,-1.002133549554735303e+01
2.778000000000504954e+01,6.164304842595599439e+03,5.617133514404254413e+01,5.628044263500083844e+01,-1.002110723742944742e+01
2.778250000000505082e+01,6.164445256710926515e+03,5.614628249347952504e+01,5.625543202211407134e+01,-1.002087909370323437e+01
2.778500000000505210e+01,6.164585608194951419e+03,5.612123041320887040e+01,5.623042201669612439e+01,-1.002065106446698728e+01
2.778750000000505338e+01,6.164725897049099331e+03,5.609617890294429543e+01,5.620541261850771519e+01,-1.002042314974445958e+01
2.779000000000505466e+01,6.164866123274794518e+03,5.607112796239971431e+01,5.618040382730975324e+01,-1.002019534934129297e+01
2.779250000000505594e+01,6.165006286873462159e+03,5.604607759128936095e+01,5.615539564286339669e+01,-1.001996766325015642e+01
2.779500000000505722e+01,6.165146387846524703e+03,5.602102778932739113e+01,5.613038806492988186e+01,-1.001974009151104994e+01
2.779750000000505850e+01,6.165286426195405511e+03,5.599597855622813825e+01,5.610538109327065115e+01,-1.001951263392109759e+01
2.780000000000505977e+01,6.165426401921526121e+03,5.597092989170599253e+01,5.608037472764726061e+01,-1.001928529067010132e+01
2.780250000000506105e+01,6.165566315026308075e+03,5.594588179547512397e+01,5.605536896782136580e+01,-1.001905806170557689e+01
2.780500000000506233e+01,6.165706165511172003e+03,5.592083426724995832e+01,5.603036381355479989e+01,-1.001883094689879705e+01
2.780750000000506361e+01,6.165845953377537626e+03,5.589578730674505636e+01,5.600535926460957370e+01,-1.001860394632807072e+01
2.781000000000506489e+01,6.165985678626823756e+03,5.587074091367484385e+01,5.598035532074778331e+01,-1.001837705991697369e+01
2.781250000000506617e+01,6.166125341260449204e+03,5.584569508775395974e+01,5.595535198173172375e+01,-1.001815028766441529e+01
2.781500000000506745e+01,6.166264941279831874e+03,5.582064982869697900e+01,5.593034924732379665e+01,-1.001792362953251114e+01
2.781750000000506873e+01,6.166404478686388757e+03,5.579560513621866846e+01,5.590534711728658834e+01,-1.001769708545838178e+01
2.782000000000507001e+01,6.166543953481535937e+03,5.577056101003402944e+01,5.588034559138288415e+01,-1.001747065533336389e+01
2.782250000000507129e+01,6.166683365666688587e+03,5.574551744985827639e+01,5.585534466937569675e+01,-1.001724433905602218e+01
2.782500000000507256e+01,6.166822715243261882e+03,5.572047445540670196e+01,5.583034435102813831e+01,-1.001701813667878582e+01
2.782750000000507384e+01,6.166962002212670086e+03,5.569543202639443535e+01,5.580534463610344886e+01,-1.001679204829054370e+01
2.783000000000507512e+01,6.167101226576326553e+03,5.567039016253654182e+01,5.578034552436494664e+01,-1.001656607387599252e+01
2.783250000000507640e+01,6.167240388335644639e+03,5.564534886354805110e+01,5.575534701557607775e+01,-1.001634021342817427e+01
2.783500000000507768e+01,6.167379487492034968e+03,5.562030812914406397e+01,5.573034910950043752e+01,-1.001611446689811835e+01
2.783750000000507896e+01,6.167518524046909988e+03,5.559526795903992280e+01,5.570535180590183444e+01,-1.001588883420105702e+01
2.784000000000508024e+01,6.167657498001680324e+03,5.557022835295113339e+01,5.568035510454425463e+01,-1.001566331523033959e+01
2.784250000000508152e+01,6.167796409357754783e+03,5.554518931059312337e+01,5.565535900519179080e+01,-1.001543791018602292e+01
2.784500000000508280e+01,6.167935258116543082e+03,5.552015083168128484e+01,5.563036350760864224e+01,-1.001521261888427183e+01
2.784750000000508408e+01,6.168074044279454029e+03,5.549511291593123019e+01,5.560536861155922139e+01,-1.001498744134000063e+01
2.785000000000508535e+01,6.168212767847895520e+03,5.547007556305868547e+01,5.558037431680811125e+01,-1.001476237744273590e+01
2.785250000000508663e+01,6.168351428823273636e+03,5.544503877277960413e+01,5.555538062312009373e+01,-1.001453742712065065e+01
2.785500000000508791e+01,6.168490027206995364e+03,5.542000254480986143e+01,5.553038753026003604e+01,-1.001431259049521572e+01
2.785750000000508919e+01,6.168628563000466784e+03,5.539496687886529713e+01,5.550539503799295460e+01,-1.001408786749330027e+01
2.786000000000509047e+01,6.168767036205092154e+03,5.536993177466195704e+01,5.548040314608404344e+01,-1.001386325802774735e+01
2.786250000000509175e+01,6.168905446822275735e+03,5.534489723191603616e+01,5.545541185429868847e+01,-1.001363876205238590e+01
2.786500000000509303e+01,6.169043794853420877e+03,5.531986325034374374e+01,5.543042116240241057e+01,-1.001341437960237002e+01
2.786750000000509431e+01,6.169182080299930021e+03,5.529482982966112559e+01,5.540543107016078750e+01,-1.001319011077774057e+01
2.787000000000509559e+01,6.169320303163205608e+03,5.526979696958434118e+01,5.538044157733958883e+01,-1.001296595539215950e+01
2.787250000000509687e+01,6.169458463444649169e+03,5.524476466982978451e+01,5.535545268370478311e+01,-1.001274191346319498e+01
2.787500000000509814e+01,6.169596561145661326e+03,5.521973293011374295e+01,5.533046438902244546e+01,-1.001251798501832546e+01
2.787750000000509942e+01,6.169734596267641791e+03,5.519470175015239022e+01,5.530547669305872205e+01,-1.001229417009668410e+01
2.788000000000510070e+01,6.169872568811990277e+03,5.516967112966207765e+01,5.528048959557998643e+01,-1.001207046859087590e+01
2.788250000000510198e+01,6.170010478780104677e+03,5.514464106835949764e+01,5.525550309635282531e+01,-1.001184688029475112e+01
2.788500000000510326e+01,6.170148326173383794e+03,5.511961156596142075e+01,5.523051719514398172e+01,-1.001162340535759299e+01
2.788750000000510454e+01,6.170286110993223701e+03,5.509458262218450386e+01,5.520553189172031239e+01,-1.001140004371870340e+01
2.789000000000510582e+01,6.170423833241021384e+03,5.506955423674558148e+01,5.518054718584884455e+01,-1.001117679530149296e+01
2.789250000000510710e+01,6.170561492918172007e+03,5.504452640936143837e+01,5.515556307729674757e+01,-1.001095366025528577e+01
2.789500000000510838e+01,6.170699090026070735e+03,5.501949913974878825e+01,5.513057956583127606e+01,-1.001073063841783295e+01
2.789750000000510965e+01,6.170836624566111823e+03,5.499447242762458643e+01,5.510559665121991202e+01,-1.001050772980505776e+01
2.790000000000511093e+01,6.170974096539688617e+03,5.496944627270578110e+01,5.508061433323025824e+01,-1.001028493436984412e+01
2.790250000000511221e+01,6.171111505948194463e+03,5.494442067470949809e+01,5.505563261163012356e+01,-1.001006225207602007e+01
2.790500000000511349e+01,6.171248852793021797e+03,5.491939563335284191e+01,5.503065148618743052e+01,-1.000983968294836224e+01
2.790750000000511477e+01,6.171386137075561237e+03,5.489437114835308762e+01,5.500567095667028639e+01,-1.000961722677231336e+01
2.791000000000511605e+01,6.171523358797204310e+03,5.486934721942778026e+01,5.498069102284703291e+01,-1.000939488366914176e+01
2.791250000000511733e+01,6.171660517959339813e+03,5.484432384629399593e+01,5.495571168448599764e+01,-1.000917265375038134e+01
2.791500000000511861e+01,6.171797614563358366e+03,5.481930102866898125e+01,5.493073294135567153e+01,-1.000895053686897995e+01
2.791750000000511989e+01,6.171934648610647855e+03,5.479427876627019600e+01,5.490575479322479424e+01,-1.000872853300653809e+01
2.792000000000512117e+01,6.172071620102596171e+03,5.476925705881496498e+01,5.488077723986214806e+01,-1.000850664219722574e+01
2.792250000000512244e+01,6.172208529040591202e+03,5.474423590602097534e+01,5.485580028103680661e+01,-1.000828486415672458e+01
2.792500000000512372e+01,6.172345375426019018e+03,5.471921530760629793e+01,5.483082391651807797e+01,-1.000806319889838569e+01
2.792750000000512500e+01,6.172482159260264780e+03,5.469419526328894676e+01,5.480584814607538391e+01,-1.000784164645326335e+01
2.793000000000512628e+01,6.172618880544714557e+03,5.466917577278689322e+01,5.478087296947828833e+01,-1.000762020680127229e+01
2.793250000000512756e+01,6.172755539280751691e+03,5.464415683581810868e+01,5.475589838649647589e+01,-1.000739887994976662e+01
2.793500000000512884e+01,6.172892135469760433e+03,5.461913845210055740e+01,5.473092439689978050e+01,-1.000717766593777824e+01
2.793750000000513012e+01,6.173028669113124124e+03,5.459412062135220367e+01,5.470595100045814974e+01,-1.000695656468716699e+01
2.794000000000513140e+01,6.173165140212224287e+03,5.456910334329101886e+01,5.468097819694170170e+01,-1.000673557627947119e+01
2.794250000000513268e+01,6.173301548768443354e+03,5.454408661763501698e+01,5.465600598612067529e+01,-1.000651470060965131e+01
2.794500000000513396e+01,6.173437894783161937e+03,5.451907044410231862e+01,5.463103436776548705e+01,-1.000629393769161624e+01
2.794750000000513523e+01,6.173574178257759741e+03,5.449405482241120779e+01,5.460606334164677378e+01,-1.000607328736863444e+01
2.795000000000513651e+01,6.173710399193616468e+03,5.446903975228013906e+01,5.458109290753531440e+01,-1.000585274965584759e+01
2.795250000000513779e+01,6.173846557592110912e+03,5.444402523342748879e+01,5.455612306520202992e+01,-1.000563232467571595e+01
2.795500000000513907e+01,6.173982653454620959e+03,5.441901126557171153e+01,5.453115381441801901e+01,-1.000541201215995102e+01
2.795750000000514035e+01,6.174118686782523582e+03,5.439399784843153185e+01,5.450618515495455796e+01,-1.000519181217275744e+01
2.796000000000514163e+01,6.174254657577195758e+03,5.436898498172552507e+01,5.448121708658305806e+01,-1.000497172477980712e+01
2.796250000000514291e+01,6.174390565840013551e+03,5.434397266517218128e+01,5.445624960907501588e+01,-1.000475175003320949e+01
2.796500000000514419e+01,6.174526411572352117e+03,5.431896089849003317e+01,5.443128272220210562e+01,-1.000453188773571611e+01
2.796750000000514547e+01,6.174662194775586613e+03,5.429394968139805400e+01,5.440631642573625726e+01,-1.000431213784842122e+01
2.797000000000514675e+01,6.174797915451089466e+03,5.426893901361508199e+01,5.438135071944949317e+01,-1.000409250044473808e+01
2.797250000000514802e+01,6.174933573600234922e+03,5.424392889485992697e+01,5.435638560311399914e+01,-1.000387297549038124e+01
2.797500000000514930e+01,6.175069169224394500e+03,5.421891932485142007e+01,5.433142107650206043e+01,-1.000365356304182463e+01
2.797750000000515058e+01,6.175204702324940627e+03,5.419391030330844927e+01,5.430645713938617547e+01,-1.000343426291878401e+01
2.798000000000515186e+01,6.175340172903243911e+03,5.416890182995013703e+01,5.428149379153901322e+01,-1.000321507519139885e+01
2.798250000000515314e+01,6.175475580960674961e+03,5.414389390449543527e+01,5.425653103273334210e+01,-1.000299599991015853e+01
2.798500000000515442e+01,6.175610926498603476e+03,5.411888652666326749e+01,5.423156886274206556e+01,-1.000277703697254417e+01
2.798750000000515570e+01,6.175746209518398246e+03,5.409387969617299774e+01,5.420660728133837125e+01,-1.000255818621683623e+01
2.799000000000515698e+01,6.175881430021427150e+03,5.406887341274408953e+01,5.418164628829560314e+01,-1.000233944772378791e+01
2.799250000000515826e+01,6.176016588009058069e+03,5.404386767609587139e+01,5.415668588338722600e+01,-1.000212082141940151e+01
2.799500000000515954e+01,6.176151683482657063e+03,5.401886248594798445e+01,5.413172606638691775e+01,-1.000190230728479790e+01
2.799750000000516081e+01,6.176286716443591104e+03,5.399385784201983540e+01,5.410676683706845580e+01,-1.000168390539649721e+01
2.800000000000516209e+01,6.176421686893225342e+03,5.396885374403095170e+01,5.408180819520575966e+01,-1.000146561563052572e+01
2.800250000000516337e+01,6.176556594832924020e+03,5.394385019170115925e+01,5.405685014057301885e+01,-1.000124743785029580e+01
2.800500000000516465e+01,6.176691440264051380e+03,5.391884718475042604e+01,5.403189267294460052e+01,-1.000102937213243237e+01
2.800750000000516593e+01,6.176826223187970754e+03,5.389384472289870587e+01,5.400693579209498552e+01,-1.000081141837702603e+01
2.801000000000516721e+01,6.176960943606045475e+03,5.386884280586590990e+01,5.398197949779881810e+01,-1.000059357669027449e+01
2.801250000000516849e+01,6.177095601519636148e+03,5.384384143337193507e+01,5.395702378983087044e+01,-1.000037584703431115e+01
2.801500000000516977e+01,6.177230196930105194e+03,5.381884060513665702e+01,5.393206866796602839e+01,-1.000015822941122323e+01
2.801750000000517105e+01,6.177364729838812309e+03,5.379384032088007217e+01,5.390711413197939805e+01,-9.999940723738347970e+00
2.802000000000517232e+01,6.177499200247117187e+03,5.376884058032224800e+01,5.388216018164622056e+01,-9.999723330043918779e+00
2.802250000000517360e+01,6.177633608156379523e+03,5.374384138318334436e+01,5.385720681674192889e+01,-9.999506048253561374e+00
2.802500000000517488e+01,6.177767953567957193e+03,5.371884272918374137e+01,5.383225403704215495e+01,-9.999288878249840806e+00
2.802750000000517616e+01,6.177902236483208071e+03,5.369384461804379072e+01,5.380730184232266566e+01,-9.999071820146843592e+00
2.803000000000517744e+01,6.178036456903489125e+03,5.366884704948377305e+01,5.378235023235937007e+01,-9.998854873900803852e+00
2.803250000000517872e+01,6.178170614830156410e+03,5.364385002322416796e+01,5.375739920692836904e+01,-9.998638039420328028e+00
2.803500000000518000e+01,6.178304710264565983e+03,5.361885353898551898e+01,5.373244876580592688e+01,-9.998421316695413452e+00
2.803750000000518128e+01,6.178438743208072083e+03,5.359385759648834124e+01,5.370749890876844290e+01,-9.998204705822288929e+00
2.804000000000518256e+01,6.178572713662028946e+03,5.356886219545320671e+01,5.368254963559247983e+01,-9.997988206619259799e+00
2.804250000000518384e+01,6.178706621627790810e+03,5.354386733560090761e+01,5.365760094605483488e+01,-9.997771819074108279e+00
2.804500000000518511e+01,6.178840467106710094e+03,5.351887301665223617e+01,5.363265283993242605e+01,-9.997555543231440467e+00
2.804750000000518639e+01,6.178974250100139216e+03,5.349387923832794911e+01,5.360770531700230634e+01,-9.997339379098391987e+00
2.805000000000518767e+01,6.179107970609428776e+03,5.346888600034884576e+01,5.358275837704171352e+01,-9.997123326570722668e+00
2.805250000000518895e+01,6.179241628635930283e+03,5.344389330243597414e+01,5.355781201982808426e+01,-9.996907385636633947e+00
2.805500000000519023e+01,6.179375224180993428e+03,5.341890114431039649e+01,5.353286624513901870e+01,-9.996691556182256022e+00
2.805750000000519151e+01,6.179508757245966990e+03,5.339390952569331716e+01,5.350792105275230170e+01,-9.996475838306114525e+00
2.806000000000519279e+01,6.179642227832200660e+03,5.336891844630591919e+01,5.348297644244586024e+01,-9.996260231895442772e+00
2.806250000000519407e+01,6.179775635941041401e+03,5.334392790586939981e+01,5.345803241399777050e+01,-9.996044737011095194e+00
2.806500000000519535e+01,6.179908981573837082e+03,5.331893790410506284e+01,5.343308896718630763e+01,-9.995829353589680721e+00
2.806750000000519663e+01,6.180042264731933756e+03,5.329394844073428317e+01,5.340814610178988886e+01,-9.995614081575450172e+00
2.807000000000519790e+01,6.180175485416677475e+03,5.326895951547863461e+01,5.338320381758715882e+01,-9.995398920861170211e+00
2.807250000000519918e+01,6.180308643629413382e+03,5.324397112805971233e+01,5.335826211435691846e+01,-9.995183871604547576e+00
2.807500000000520046e+01,6.180441739371485710e+03,5.321898327819891961e+01,5.333332099187803266e+01,-9.994968933720640436e+00
2.807750000000520174e+01,6.180574772644238692e+03,5.319399596561784449e+01,5.330838044992961500e+01,-9.994754107176133218e+00
2.808000000000520302e+01,6.180707743449014743e+03,5.316900919003828108e+01,5.328344048829095669e+01,-9.994539391880712387e+00
2.808250000000520430e+01,6.180840651787157185e+03,5.314402295118193109e+01,5.325850110674149107e+01,-9.994324787955953582e+00
2.808500000000520558e+01,6.180973497660006615e+03,5.311903724877050337e+01,5.323356230506078646e+01,-9.994110295243682884e+00
2.808750000000520686e+01,6.181106281068904536e+03,5.309405208252591279e+01,5.320862408302863855e+01,-9.993895913810268539e+00
2.809000000000520814e+01,6.181239002015190636e+03,5.306906745216993215e+01,5.318368644042493543e+01,-9.993681643621966870e+00
2.809250000000520942e+01,6.181371660500205508e+03,5.304408335742455449e+01,5.315874937702978542e+01,-9.993467484612231999e+00
2.809500000000521069e+01,6.181504256525287019e+03,5.301909979801180839e+01,5.313381289262348162e+01,-9.993253436793382960e+00
2.809750000000521197e+01,6.181636790091773946e+03,5.299411677365374373e+01,5.310887698698644499e+01,-9.993039500130318942e+00
2.810000000000521325e+01,6.181769261201003246e+03,5.296913428407268754e+01,5.308394165989935232e+01,-9.992825674411655257e+00
2.810250000000521453e+01,6.181901669854311876e+03,5.294415232899102364e+01,5.305900691114303669e+01,-9.992611959861514848e+00
2.810500000000521581e+01,6.182034016053036794e+03,5.291917090813101510e+01,5.303407274049844489e+01,-9.992398356306763318e+00
2.810750000000521709e+01,6.182166299798512227e+03,5.289419002121501734e+01,5.300913914774671554e+01,-9.992184863824039809e+00
2.811000000000521837e+01,6.182298521092073315e+03,5.286920966796557053e+01,5.298420613266918622e+01,-9.991971482274966121e+00
2.811250000000521965e+01,6.182430679935054286e+03,5.284422984810510115e+01,5.295927369504732241e+01,-9.991758211835932713e+00
2.811500000000522093e+01,6.182562776328788459e+03,5.281925056135604279e+01,5.293434183466273169e+01,-9.991545052297224672e+00
2.811750000000522220e+01,6.182694810274608244e+03,5.279427180744109904e+01,5.290941055129726323e+01,-9.991332003726997257e+00
2.812000000000522348e+01,6.182826781773845141e+03,5.276929358608300902e+01,5.288447984473292252e+01,-9.991119065933856902e+00
2.812250000000522476e+01,6.182958690827830651e+03,5.274431589700468948e+01,5.285954971475194242e+01,-9.990906239030968194e+00
2.812500000000522604e+01,6.183090537437895364e+03,5.271933873992893638e+01,5.283462016113665527e+01,-9.990693523000365062e+00
2.812750000000522732e+01,6.183222321605369871e+03,5.269436211457856700e+01,5.280969118366954973e+01,-9.990480917842248232e+00
2.813000000000522860e+01,6.183354043331582034e+03,5.266938602067649100e+01,5.278476278213331341e+01,-9.990268423454676139e+00
2.813250000000522988e+01,6.183485702617861534e+03,5.264441045794588803e+01,5.275983495631085418e+01,-9.990056039730781379e+00
2.813500000000523116e+01,6.183617299465535325e+03,5.261943542611003011e+01,5.273490770598527888e+01,-9.989843766735265973e+00
2.813750000000523244e+01,6.183748833875930359e+03,5.259446092489207558e+01,5.270998103093979381e+01,-9.989631604459658476e+00
2.814000000000523372e+01,6.183880305850373588e+03,5.256948695401521832e+01,5.268505493095780423e+01,-9.989419552889291509e+00
2.814250000000523499e+01,6.184011715390191057e+03,5.254451351320264507e+01,5.266012940582282198e+01,-9.989207612055555074e+00
2.814500000000523627e+01,6.184143062496706989e+03,5.251954060217781262e+01,5.263520445531862890e+01,-9.988995781702270094e+00
2.814750000000523755e+01,6.184274347171245608e+03,5.249456822066431272e+01,5.261028007922921290e+01,-9.988784061995666264e+00
2.815000000000523883e+01,6.184405569415131140e+03,5.246959636838555241e+01,5.258535627733862583e+01,-9.988572452894334930e+00
2.815250000000524011e+01,6.184536729229685989e+03,5.244462504506511635e+01,5.256043304943116112e+01,-9.988360954320786078e+00
2.815500000000524139e+01,6.184667826616232560e+03,5.241965425042661053e+01,5.253551039529125433e+01,-9.988149566330442042e+00
2.815750000000524267e+01,6.184798861576093259e+03,5.239468398419379014e+01,5.251058831470356125e+01,-9.987938288727152170e+00
2.816000000000524395e+01,6.184929834110587763e+03,5.236971424609048853e+01,5.248566680745290114e+01,-9.987727121646114981e+00
2.816250000000524523e+01,6.185060744221036657e+03,5.234474503584051774e+01,5.246074587332425665e+01,-9.987516065009073074e+00
2.816500000000524651e+01,6.185191591908759619e+03,5.231977635316762587e+01,5.243582551210273834e+01,-9.987305118867706000e+00
2.816750000000524778e+01,6.185322377175075417e+03,5.229480819779569600e+01,5.241090572357366995e+01,-9.987094283146841889e+00
2.817000000000524906e+01,6.185453100021301907e+03,5.226984056944884571e+01,5.238598650752258834e+01,-9.986883557710996229e+00
2.817250000000525034e+01,6.185583760448756038e+03,5.224487346785115705e+01,5.236106786373519384e+01,-9.986672942670827169e+00
2.817500000000525162e+01,6.185714358458755669e+03,5.221990689272663388e+01,5.233614979199730044e+01,-9.986462438034262590e+00
2.817750000000525290e+01,6.185844894052615928e+03,5.219494084379938670e+01,5.231123229209492820e+01,-9.986252043725466265e+00
2.818000000000525418e+01,6.185975367231651944e+03,5.216997532079370359e+01,5.228631536381431033e+01,-9.986041759594620260e+00
2.818250000000525546e+01,6.186105777997178848e+03,5.214501032343414266e+01,5.226139900694192164e+01,-9.985831585655951415e+00
2.818500000000525674e+01,6.186236126350510858e+03,5.212004585144514834e+01,5.223648322126435772e+01,-9.985621521964162639e+00
2.818750000000525802e+01,6.186366412292961286e+03,5.209508190455127163e+01,5.221156800656840602e+01,-9.985411568352860812e+00
2.819000000000525930e+01,6.186496635825842532e+03,5.207011848247719854e+01,5.218665336264104582e+01,-9.985201724931723533e+00
2.819250000000526057e+01,6.186626796950466087e+03,5.204515558494736638e+01,5.216173928926937720e+01,-9.984991991730277405e+00
2.819500000000526185e+01,6.186756895668143443e+03,5.202019321168630483e+01,5.213682578624064234e+01,-9.984782368678972730e+00
2.819750000000526313e+01,6.186886931980185182e+03,5.199523136241884202e+01,5.211191285334236056e+01,-9.984572855598921493e+00
2.820000000000526441e+01,6.187016905887900975e+03,5.197027003687004765e+01,5.208700049036228563e+01,-9.984363452475280454e+00
2.820250000000526569e+01,6.187146817392599587e+03,5.194530923476503403e+01,5.206208869708834186e+01,-9.984154159335624001e+00
2.820500000000526697e+01,6.187276666495589780e+03,5.192034895582870035e+01,5.203717747330853882e+01,-9.983944976213283695e+00
2.820750000000526825e+01,6.187406453198180316e+03,5.189538919978599552e+01,5.201226681881108505e+01,-9.983735903169305814e+00
2.821000000000526953e+01,6.187536177501677230e+03,5.187042996636196790e+01,5.198735673338436669e+01,-9.983526939931339328e+00
2.821250000000527081e+01,6.187665839407386557e+03,5.184547125528205669e+01,5.196244721681704704e+01,-9.983318086555081905e+00
2.821500000000527208e+01,6.187795438916615240e+03,5.182051306627152343e+01,5.193753826889791014e+01,-9.983109343095257771e+00
2.821750000000527336e+01,6.187924976030667494e+03,5.179555539905564387e+01,5.191262988941589640e+01,-9.982900709484917812e+00
2.822000000000527464e+01,6.188054450750847536e+03,5.177059825335981458e+01,5.188772207816016646e+01,-9.982692185691737663e+00
2.822250000000527592e+01,6.188183863078459581e+03,5.174564162890955998e+01,5.186281483492005151e+01,-9.982483771659559579e+00
2.822500000000527720e+01,6.188313213014806024e+03,5.172068552543045428e+01,5.183790815948509589e+01,-9.982275467395547608e+00
2.822750000000527848e+01,6.188442500561189263e+03,5.169572994264798638e+01,5.181300205164494344e+01,-9.982067272957143800e+00
2.823000000000527976e+01,6.188571725718910784e+03,5.167077488028776600e+01,5.178809651118947244e+01,-9.981859188187726772e+00
2.823250000000528104e+01,6.188700888489272074e+03,5.164582033807553074e+01,5.176319153790875305e+01,-9.981651213154583147e+00
2.823500000000528232e+01,6.188829988873572802e+03,5.162086631573706086e+01,5.173828713159302595e+01,-9.981443347724956894e+00
2.823750000000528360e+01,6.188959026873112634e+03,5.159591281299835686e+01,5.171338329203277340e+01,-9.981235591913153016e+00
2.824000000000528487e+01,6.189088002489190330e+03,5.157095982958529135e+01,5.168848001901860556e+01,-9.981027945749023189e+00
2.824250000000528615e+01,6.189216915723103739e+03,5.154600736522382931e+01,5.166357731234131023e+01,-9.980820409165641394e+00
2.824500000000528743e+01,6.189345766576150709e+03,5.152105541963985047e+01,5.163867517179182443e+01,-9.980612982265576250e+00
2.824750000000528871e+01,6.189474555049628179e+03,5.149610399255935533e+01,5.161377359716129831e+01,-9.980405664896515816e+00
2.825000000000528999e+01,6.189603281144832181e+03,5.147115308370851494e+01,5.158887258824110233e+01,-9.980198457036772552e+00
2.825250000000529127e+01,6.189731944863057834e+03,5.144620269281347191e+01,5.156397214482272773e+01,-9.979991358752492658e+00
2.825500000000529255e+01,6.189860546205600258e+03,5.142125281960039018e+01,5.153907226669787889e+01,-9.979784369897538809e+00
2.825750000000529383e+01,6.189989085173753665e+03,5.139630346379568238e+01,5.151417295365849469e+01,-9.979577490517316463e+00
2.826000000000529511e+01,6.190117561768811356e+03,5.137135462512574691e+01,5.148927420549667033e+01,-9.979370720555735375e+00
2.826250000000529639e+01,6.190245975992065723e+03,5.134640630331687561e+01,5.146437602200462891e+01,-9.979164060100920608e+00
